-7.132280575409200907e+00,-4.998956197627584430e+01
-7.750263230446323703e+00,-4.987608725393236142e+01
-8.366784629420692454e+00,-4.975492440953424733e+01
-8.981748457167158861e+00,-4.962608902413771261e+01
-9.595058519119060492e+00,-4.948959789043688318e+01
-1.020661875651937933e+01,-4.934546901269978747e+01
-1.081633326165489706e+01,-4.919372160651577985e+01
-1.142410629311223502e+01,-4.903437609835346933e+01
-1.202984229105265612e+01,-4.886745412492865626e+01
-1.263344589250429983e+01,-4.869297853238138174e+01
-1.323482194666854106e+01,-4.851097337526180553e+01
-1.383387553023810845e+01,-4.832146391532434393e+01
-1.443051196272463166e+01,-4.812447662012952065e+01
-1.502463682179562099e+01,-4.792003916145223030e+01
-1.561615595861377237e+01,-4.770818041349761529e+01
-1.620497551318124962e+01,-4.748893045092211906e+01
-1.679100192968206784e+01,-4.726232054666117932e+01
-1.737414197182458508e+01,-4.702838316956130882e+01
-1.795430273817745714e+01,-4.678715198181789958e+01
-1.853139167749958460e+01,-4.653866183621727259e+01
-1.910531660406067544e+01,-4.628294877318288769e+01
-1.967598571294901788e+01,-4.602005001762603342e+01
-2.024330759536612234e+01,-4.575000397559966103e+01
-2.080719125390388768e+01,-4.547285023075607313e+01
-2.136754611780194679e+01,-4.518862954060806203e+01
-2.192428205818390907e+01,-4.489738383259311405e+01
-2.247730940326983884e+01,-4.459915619994004743e+01
-2.302653895356043279e+01,-4.429399089733962569e+01
-2.357188199699259812e+01,-4.398193333641746250e+01
-2.411325032406402968e+01,-4.366303008100938143e+01
-2.465055624292199710e+01,-4.333732884224030357e+01
-2.518371259441676102e+01,-4.300487847340507841e+01
-2.571263276711334456e+01,-4.266572896465358866e+01
-2.623723071226424608e+01,-4.231993143747683916e+01
-2.675742095873578208e+01,-4.196753813899746177e+01
-2.727311862788636887e+01,-4.160860243606389730e+01
-2.778423944839851956e+01,-4.124317880914591683e+01
-2.829069977105530853e+01,-4.087132284603584509e+01
-2.879241658346388277e+01,-4.049309123535241639e+01
-2.928930752472077259e+01,-4.010854175984945158e+01
-2.978129090001869983e+01,-3.971773328952779991e+01
-3.026828569518836431e+01,-3.932072577455402040e+01
-3.075021159117822833e+01,-3.891758023798186628e+01
-3.122698897846450450e+01,-3.850835876828096360e+01
-3.169853897139097754e+01,-3.809312451167148339e+01
-3.216478342243824784e+01,-3.767194166426337176e+01
-3.262564493641406926e+01,-3.724487546400560944e+01
-3.308104688456905507e+01,-3.681199218244003646e+01
-3.353091341862958785e+01,-3.637335911626527007e+01
-3.397516948474952159e+01,-3.592904457870750434e+01
-3.441374083737333933e+01,-3.547911789070332134e+01
-3.484655405301439401e+01,-3.502364937188939820e+01
-3.527353654393950677e+01,-3.456271033140540538e+01
-3.569461657176209002e+01,-3.409637305850661448e+01
-3.610972326093804696e+01,-3.362471081298979669e+01
-3.651878661216314015e+01,-3.314779781543222725e+01
-3.692173751567026585e+01,-3.266570923724344055e+01
-3.731850776442153972e+01,-3.217852119053329574e+01
-3.770903006719487394e+01,-3.168631071779497077e+01
-3.809323806156248793e+01,-3.118915578140371636e+01
-3.847106632675637883e+01,-3.068713525293502187e+01
-3.884245039642071617e+01,-3.018032890230074372e+01
-3.920732677124885868e+01,-2.966881738670318924e+01
-3.956563293149840632e+01,-2.915268223941423642e+01
-3.991730734938924741e+01,-2.863200585837002166e+01
-4.026228950137208784e+01,-2.810687149459649703e+01
-4.060051988027591818e+01,-2.757736324045142595e+01
-4.093194000732250259e+01,-2.704356601769755031e+01
-4.125649244401110849e+01,-2.650556556540005104e+01
-4.157412080386907860e+01,-2.596344842765217109e+01
-4.188476976406558094e+01,-2.541730194113083030e+01
-4.218838507688638373e+01,-2.486721422248317737e+01
-4.248491358106829097e+01,-2.431327415554341087e+01
-4.277430321298842841e+01,-2.375557137838551824e+01
-4.305650301770784694e+01,-2.319419627021024510e+01
-4.333146315986672903e+01,-2.262923993806794343e+01
-4.359913493442856947e+01,-2.206079420341968600e+01
-4.385947077726991239e+01,-2.148895158853994047e+01
-4.411242427561607116e+01,-2.091380530275685601e+01
-4.435795017831719633e+01,-2.033544922853866055e+01
-4.459600440596432236e+01,-1.975397790742352200e+01
-4.482654406084264309e+01,-1.916948652579570123e+01
-4.504952743671996984e+01,-1.858207090050878207e+01
-4.526491402846693290e+01,-1.799182746436083491e+01
-4.547266454150810233e+01,-1.739885325141954553e+01
-4.567274090110112894e+01,-1.680324588220070225e+01
-4.586510626144105629e+01,-1.620510354870378933e+01
-4.604972501458917122e+01,-1.560452499930190662e+01
-4.622656279922201605e+01,-1.500160952349419574e+01
-4.639558650920032079e+01,-1.439645693651746150e+01
-4.655676430195497773e+01,-1.378916756382013986e+01
-4.671006560668703855e+01,-1.317984222540470185e+01
-4.685546113238127219e+01,-1.256858222003384995e+01
-4.699292287562984427e+01,-1.195548930930798726e+01
-4.712242412826446980e+01,-1.134066570161423826e+01
-4.724393948479506378e+01,-1.072421403594891665e+01
-4.735744484965285039e+01,-1.010623736561539232e+01
-4.746291744423569980e+01,-9.486839141800510689e+00
-4.756033581375361052e+01,-8.866123197033161318e+00
-4.764967983387314376e+01,-8.244193728521537423e+00
-4.773093071715759095e+01,-7.621155281379887292e+00
-4.780407101930209990e+01,-6.997112731740041447e+00
-4.786908464516113781e+01,-6.372171269753946987e+00
-4.792595685456689836e+01,-5.746436382486797001e+00
-4.797467426793620149e+01,-5.120013836707973276e+00
-4.801522487166481312e+01,-4.493009661576470748e+00
-4.804759802330681850e+01,-3.865530131226064814e+00
-4.807178445653739374e+01,-3.237681747255336973e+00
-4.808777628589746200e+01,-2.609571221119309836e+00
-4.809556701131825207e+01,-1.981305456431638357e+00
-4.809515152242421010e+01,-1.352991531174160045e+00
-4.808652610261261628e+01,-7.247366798200780558e-01
-4.806968843290819393e+01,-9.664827537430915882e-02
-4.804463759559118330e+01,5.311661886705514313e-01
-4.801137407759734543e+01,1.158599116455968803e+00
-4.796989977368827596e+01,1.785542827954993639e+00
-4.792021798939050825e+01,2.411889577245667216e+00
-4.786233344370214127e+01,3.037531570851854212e+00
-4.779625227156529377e+01,3.662360986154608256e+00
-4.772198202610313444e+01,4.286269989866760888e+00
-4.763953168062004551e+01,4.909150756570888063e+00
-4.754891163036373314e+01,5.530895487314495540e+00
-4.745013369404758663e+01,6.151396428264201965e+00
-4.734321111513273195e+01,6.770545889409357976e+00
-4.722815856286750602e+01,7.388236263320322017e+00
-4.710499213308457911e+01,8.004360043948326009e+00
-4.697372934875264860e+01,8.618809845475711384e+00
-4.683438916028387666e+01,9.231478421200975504e+00
-4.668699194559364685e+01,9.842258682466999531e+00
-4.653155950991374823e+01,1.045104371761934736e+01
-4.636811508535604531e+01,1.105772681099998955e+01
